Transaction_Number,Office_FilerType,Date_Received_Filed,Transaction_Date,Ticker,Asset_Name,Transaction_Type,Amount
1559,"Perdue, David (Senator)",02-05-2021,14-04-2020,COST,Costco Wholesale Corporation,Sale (Full),32500.5
1560,"Perdue, David (Senator)",02-05-2021,14-04-2020,DOW,Dow Inc.,Sale (Full),32500.5
1561,"Perdue, David (Senator)",02-05-2021,14-04-2020,AAPL,Apple Inc.,Sale (Partial),32500.5
1562,"Perdue, David (Senator)",02-05-2021,14-04-2020,AMZN,"Amazon.com, Inc.",Sale (Full),75000.5
1563,"Perdue, David (Senator)",02-05-2021,14-04-2020,DIS,The Walt Disney Company,Sale (Partial),32500.5
1564,"Perdue, David (Senator)",02-05-2021,14-04-2020,BAH,Booz Allen Hamilton Holding Corporation,Sale (Full),32500.5
1565,"Perdue, David (Senator)",02-05-2021,14-04-2020,MU,"Micron Technology, Inc.",Sale (Full),32500.5
1566,"Perdue, David (Senator)",02-05-2021,14-04-2020,M,"Macy's, Inc.",Sale (Full),32500.5
1567,"Perdue, David (Senator)",02-05-2021,14-04-2020,SU,Suncor Energy Inc.,Sale (Full),8000.5
1568,"Perdue, David (Senator)",02-05-2021,14-04-2020,CVX,Chevron Corporation,Sale (Full),8000.5
1569,"Perdue, David (Senator)",02-05-2021,14-04-2020,GOOG,Alphabet Inc.,Sale (Full),32500.5
1570,"Perdue, David (Senator)",02-05-2021,14-04-2020,FHB,"First Hawaiian, Inc.",Sale (Full),8000.5
1571,"Perdue, David (Senator)",02-05-2021,14-04-2020,BKNG,Booking Holdings Inc.,Sale (Full),32500.5
1572,"Perdue, David (Senator)",02-05-2021,14-04-2020,DIS,The Walt Disney Company,Sale (Full),32500.5
1573,"Perdue, David (Senator)",02-05-2021,14-04-2020,FOXA,Fox Corporation,Sale (Full),32500.5
1574,"Perdue, David (Senator)",02-05-2021,14-04-2020,HUN,Huntsman Corporation,Sale (Full),32500.5
1575,"Perdue, David (Senator)",02-05-2021,14-04-2020,NWS,News Corporation,Sale (Full),8000.5
1576,"Perdue, David (Senator)",02-05-2021,14-04-2020,UN,The Unilever Group,Sale (Full),8000.5
1577,"Perdue, David (Senator)",02-05-2021,14-04-2020,MSM,"MSC Industrial Direct Co., Inc.",Sale (Full),32500.5
1578,"Perdue, David (Senator)",02-05-2021,14-04-2020,SYY,Sysco Corporation,Sale (Full),32500.5
1579,"Perdue, David (Senator)",02-05-2021,14-04-2020,PG,The Procter & Gamble Company,Sale (Full),75000.5
1580,"Perdue, David (Senator)",02-05-2021,14-04-2020,EAF,GrafTech International Ltd.,Sale (Full),8000.5
1581,"Loeffler, Kelly (Senator)",01-05-2020,13-04-2020,TEX,Terex Corporation,Sale (Full),32500.5
1582,"Loeffler, Kelly (Senator)",01-05-2020,13-04-2020,AMAT,"Applied Materials, Inc.",Sale (Full),8000.5
1583,"Loeffler, Kelly (Senator)",01-05-2020,13-04-2020,AA,Alcoa Corporation,Sale (Full),32500.5
1584,"Perdue, David (Senator)",08-05-2020,13-04-2020,EQM,"EQM Midstream Partners, LP",Sale (Partial),8000.5
1585,"Perdue, David (Senator)",02-05-2021,13-04-2020,EQM,"EQM Midstream Partners, LP",Sale (Partial),8000.5
1586,"Perdue, David (Senator)",08-05-2020,09-04-2020,ORCL,Oracle Corporation,Sale (Partial),8000.5
1587,"Perdue, David (Senator)",02-05-2021,09-04-2020,ORCL,Oracle Corporation,Sale (Partial),8000.5
1588,"Wyden, Ron (Senator)",05-05-2020,08-04-2020,UPS,"United Parcel Service, Inc.",Purchase,32500.5
1589,"Wyden, Ron (Senator)",05-05-2020,08-04-2020,GOOG,Alphabet Inc.,Purchase,8000.5
1590,"Loeffler, Kelly (Senator)",01-05-2020,07-04-2020,AGCO,AGCO Corporation,Sale (Full),75000.5
1591,"Loeffler, Kelly (Senator)",01-05-2020,07-04-2020,MPC,Marathon Petroleum Corporation,Sale (Full),175000.5
1592,"Loeffler, Kelly (Senator)",01-05-2020,07-04-2020,EBAY,eBay Inc.,Sale (Full),175000.5
1593,"Loeffler, Kelly (Senator)",01-05-2020,07-04-2020,VZ,Verizon Communications Inc.,Sale (Full),375000.5
1594,"Loeffler, Kelly (Senator)",01-05-2020,07-04-2020,CTXS,"Citrix Systems, Inc.",Sale (Full),175000.5
1595,"Loeffler, Kelly (Senator)",01-05-2020,07-04-2020,PFE,Pfizer Inc.,Sale (Full),175000.5
1596,"Loeffler, Kelly (Senator)",01-05-2020,07-04-2020,AAPL,Apple Inc.,Sale (Full),375000.5
1597,"Loeffler, Kelly (Senator)",01-05-2020,07-04-2020,C,Citigroup Inc.,Sale (Full),175000.5
1598,"Loeffler, Kelly (Senator)",01-05-2020,07-04-2020,PRU,"Prudential Financial, Inc.",Sale (Full),75000.5
1599,"Loeffler, Kelly (Senator)",01-05-2020,07-04-2020,CSCO,"Cisco Systems, Inc.",Sale (Full),175000.5
1600,"Loeffler, Kelly (Senator)",01-05-2020,07-04-2020,WMT,Walmart Inc.,Sale (Full),175000.5
1601,"Loeffler, Kelly (Senator)",01-05-2020,07-04-2020,PYPL,"PayPal Holdings, Inc.",Sale (Full),175000.5
1602,"Loeffler, Kelly (Senator)",01-05-2020,07-04-2020,KMI,"Kinder Morgan, Inc.",Sale (Full),175000.5
1603,"Loeffler, Kelly (Senator)",01-05-2020,07-04-2020,T,AT&T Inc.,Sale (Full),175000.5
1604,"Loeffler, Kelly (Senator)",01-05-2020,07-04-2020,MDLZ,"Mondelez International, Inc.",Sale (Full),175000.5
1605,"Loeffler, Kelly (Senator)",01-05-2020,07-04-2020,FDX,FedEx Corporation,Sale (Full),175000.5
1606,"Loeffler, Kelly (Senator)",01-05-2020,07-04-2020,LOW,"Lowe's Companies, Inc.",Sale (Full),375000.5
1607,"Loeffler, Kelly (Senator)",01-05-2020,07-04-2020,TFC,Truist Financial Corporation,Sale (Full),175000.5
1608,"Loeffler, Kelly (Senator)",01-05-2020,07-04-2020,SAP,SAP SE,Sale (Full),175000.5
1609,"Loeffler, Kelly (Senator)",01-05-2020,07-04-2020,DOCU,"DocuSign, Inc.",Sale (Full),175000.5
1610,"Loeffler, Kelly (Senator)",01-05-2020,07-04-2020,LMT,Lockheed Martin Corporation,Sale (Full),175000.5
1611,"Loeffler, Kelly (Senator)",01-05-2020,07-04-2020,DIS,The Walt Disney Company,Sale (Full),175000.5
1612,"Loeffler, Kelly (Senator)",01-05-2020,07-04-2020,AMGN,Amgen Inc.,Sale (Full),375000.5
1613,"Loeffler, Kelly (Senator)",01-05-2020,07-04-2020,BAC,Bank of America Corporation,Sale (Full),175000.5
1614,"Loeffler, Kelly (Senator)",01-05-2020,07-04-2020,STZ,"Constellation Brands, Inc.",Sale (Full),175000.5
1615,"Loeffler, Kelly (Senator)",01-05-2020,07-04-2020,JD,"JD.com, Inc.",Sale (Full),375000.5
1616,"Loeffler, Kelly (Senator)",01-05-2020,07-04-2020,KEY,KeyCorp,Sale (Full),175000.5
1617,"Loeffler, Kelly (Senator)",01-05-2020,07-04-2020,ORCL,Oracle Corporation,Sale (Full),175000.5
1618,"Loeffler, Kelly (Senator)",01-05-2020,07-04-2020,WDC,Western Digital Corporation,Sale (Full),175000.5
1619,"Loeffler, Kelly (Senator)",01-05-2020,07-04-2020,TRV,"The Travelers Companies, Inc.",Sale (Full),32500.5
1620,"Loeffler, Kelly (Senator)",01-05-2020,07-04-2020,PRU,"Prudential Financial, Inc.",Sale (Partial),175000.5
1621,"Loeffler, Kelly (Senator)",01-05-2020,07-04-2020,NNVC,"NanoViricides, Inc.",Sale (Full),8000.5
1622,"Loeffler, Kelly (Senator)",01-05-2020,07-04-2020,K,Kellogg Company,Sale (Full),175000.5
1623,"Loeffler, Kelly (Senator)",01-05-2020,07-04-2020,HIG,"The Hartford Financial Services Group, Inc.",Sale (Full),175000.5
1624,"Loeffler, Kelly (Senator)",01-05-2020,07-04-2020,GLNCY,Glencore plc,Sale (Full),32500.5
1625,"Loeffler, Kelly (Senator)",01-05-2020,07-04-2020,EMR,Emerson Electric Co.,Sale (Full),175000.5
1626,"Loeffler, Kelly (Senator)",01-05-2020,07-04-2020,DD,"DuPont de Nemours, Inc.",Sale (Full),175000.5
1627,"Loeffler, Kelly (Senator)",01-05-2020,07-04-2020,DAL,"Delta Air Lines, Inc.",Sale (Full),75000.5
1628,"Loeffler, Kelly (Senator)",01-05-2020,07-04-2020,CVX,Chevron Corporation,Sale (Full),175000.5
1629,"Loeffler, Kelly (Senator)",01-05-2020,07-04-2020,CSCO,"Cisco Systems, Inc.",Sale (Full),175000.5
1630,"Loeffler, Kelly (Senator)",01-05-2020,07-04-2020,CR,Crane Co.,Sale (Full),175000.5
1631,"Loeffler, Kelly (Senator)",01-05-2020,07-04-2020,CAH,"Cardinal Health, Inc.",Sale (Full),175000.5
1632,"Loeffler, Kelly (Senator)",01-05-2020,07-04-2020,AIZ,"Assurant, Inc.",Sale (Full),375000.5
1633,"Loeffler, Kelly (Senator)",01-05-2020,07-04-2020,AIG,"American International Group, Inc.",Sale (Full),32500.5
1634,"Loeffler, Kelly (Senator)",01-05-2020,07-04-2020,ADM,Archer-Daniels-Midland Company,Sale (Full),175000.5
1635,"Loeffler, Kelly (Senator)",01-05-2020,07-04-2020,HELE,Helen of Troy Limited,Sale (Full),32500.5
1636,"Loeffler, Kelly (Senator)",01-05-2020,07-04-2020,GOOGL,Alphabet Inc.,Sale (Full),375000.5
1637,"Loeffler, Kelly (Senator)",01-05-2020,07-04-2020,ARNA,"Arena Pharmaceuticals, Inc.",Sale (Full),32500.5
1638,"Loeffler, Kelly (Senator)",01-05-2020,07-04-2020,ADP,"Automatic Data Processing, Inc.",Sale (Full),175000.5
1639,"Loeffler, Kelly (Senator)",01-05-2020,07-04-2020,CME,CME Group Inc.,Sale (Full),175000.5
1640,"Loeffler, Kelly (Senator)",01-05-2020,07-04-2020,COST,Costco Wholesale Corporation,Sale (Full),175000.5
1641,"Loeffler, Kelly (Senator)",01-05-2020,07-04-2020,DG,Dollar General Corporation,Sale (Full),32500.5
1642,"Loeffler, Kelly (Senator)",01-05-2020,07-04-2020,FIS,"Fidelity National Information Services, Inc.",Sale (Full),75000.5
1643,"Loeffler, Kelly (Senator)",01-05-2020,07-04-2020,IPHI,Inphi Corporation,Sale (Full),75000.5
1644,"Loeffler, Kelly (Senator)",01-05-2020,07-04-2020,MSFT,Microsoft Corporation,Sale (Full),375000.5
1645,"Loeffler, Kelly (Senator)",01-05-2020,07-04-2020,RTX,Raytheon Technologies Corporation,Sale (Full),175000.5
1646,"Loeffler, Kelly (Senator)",01-05-2020,07-04-2020,VTR,"Ventas, Inc.",Sale (Full),175000.5
1647,"Perdue, David (Senator)",08-05-2020,07-04-2020,PBA,Pembina Pipeline Corporation,Purchase,8000.5
1648,"Perdue, David (Senator)",08-05-2020,07-04-2020,CEQP,Crestwood Equity Partners LP,Sale (Full),8000.5
1649,"Perdue, David (Senator)",02-05-2021,07-04-2020,PBA,Pembina Pipeline Corporation,Purchase,8000.5
1650,"Perdue, David (Senator)",02-05-2021,07-04-2020,CEQP,Crestwood Equity Partners LP,Sale (Full),8000.5
1651,"Whitehouse, Sheldon (Senator)",27-05-2020,07-04-2020,CARR,Carrier Global Corporation,Sale (Full),8000.5
1652,"Whitehouse, Sheldon (Senator)",27-05-2020,07-04-2020,OTIS,Otis Worldwide Corporation,Sale (Full),8000.5
1653,"Whitehouse, Sheldon (Senator)",27-05-2020,07-04-2020,CARR,Carrier Global Corporation,Sale (Full),8000.5
1654,"Whitehouse, Sheldon (Senator)",27-05-2020,07-04-2020,OTIS,Otis Worldwide Corporation,Sale (Full),8000.5
1655,"Perdue, David (Senator)",08-05-2020,06-04-2020,LYV,"Live Nation Entertainment, Inc.",Purchase,8000.5
1656,"Perdue, David (Senator)",08-05-2020,06-04-2020,MRK,"Merck & Co., Inc.",Sale (Partial),8000.5
1657,"Perdue, David (Senator)",08-05-2020,06-04-2020,ENB,Enbridge Inc.,Purchase,8000.5
1658,"Perdue, David (Senator)",08-05-2020,06-04-2020,TRP,TC Energy Corporation,Purchase,8000.5
1659,"Perdue, David (Senator)",02-05-2021,06-04-2020,LYV,"Live Nation Entertainment, Inc.",Purchase,8000.5
1660,"Perdue, David (Senator)",02-05-2021,06-04-2020,MRK,"Merck & Co., Inc.",Sale (Partial),8000.5
1661,"Perdue, David (Senator)",02-05-2021,06-04-2020,ENB,Enbridge Inc.,Purchase,8000.5
1662,"Perdue, David (Senator)",02-05-2021,06-04-2020,TRP,TC Energy Corporation,Purchase,8000.5
1663,"Wyden, Ron (Senator)",05-05-2020,06-04-2020,QSR,Restaurant Brands International Inc.,Purchase,8000.5
1664,"Wyden, Ron (Senator)",05-05-2020,06-04-2020,GRUB,Grubhub Inc.,Purchase,8000.5
1665,"Wyden, Ron (Senator)",05-05-2020,06-04-2020,GOOG,Alphabet Inc.,Purchase,8000.5
1666,"Wyden, Ron (Senator)",05-05-2020,06-04-2020,IRBT,iRobot Corporation,Purchase,8000.5
1667,"Wyden, Ron (Senator)",05-05-2020,06-04-2020,DNKN,"Dunkin' Brands Group, Inc.",Purchase,8000.5
1668,"Wyden, Ron (Senator)",05-05-2020,06-04-2020,SBUX,Starbucks Corporation,Purchase,8000.5
1669,"Wyden, Ron (Senator)",05-05-2020,06-04-2020,RDS-B,Royal Dutch Shell plc,Purchase,8000.5
1670,"Wyden, Ron (Senator)",05-05-2020,06-04-2020,T,AT&T Inc.,Purchase,8000.5
1671,"Wyden, Ron (Senator)",05-05-2020,06-04-2020,CSCO,"Cisco Systems, Inc.",Purchase,32500.5
1672,"Wyden, Ron (Senator)",05-05-2020,06-04-2020,AMAT,"Applied Materials, Inc.",Purchase,32500.5
1673,"Wyden, Ron (Senator)",05-05-2020,06-04-2020,KLAC,KLA Corporation,Purchase,32500.5
1674,"Wyden, Ron (Senator)",05-05-2020,06-04-2020,AVGO,Broadcom Inc.,Purchase,32500.5
1675,"Wyden, Ron (Senator)",05-05-2020,06-04-2020,XOM,Exxon Mobil Corporation,Purchase,32500.5
1676,"Wyden, Ron (Senator)",05-05-2020,06-04-2020,V,Visa Inc.,Purchase,32500.5
1677,"Wyden, Ron (Senator)",05-05-2020,06-04-2020,CAT,Caterpillar Inc.,Purchase,32500.5
1678,"Wyden, Ron (Senator)",05-05-2020,06-04-2020,AMZN,"Amazon.com, Inc.",Purchase,75000.5
1679,"Wyden, Ron (Senator)",05-05-2020,06-04-2020,DIS,The Walt Disney Company,Purchase,75000.5
1680,"Perdue, David (Senator)",08-05-2020,03-04-2020,PFE,Pfizer Inc.,Sale (Partial),8000.5
1681,"Perdue, David (Senator)",08-05-2020,03-04-2020,LYV,"Live Nation Entertainment, Inc.",Purchase,8000.5
1682,"Perdue, David (Senator)",08-05-2020,03-04-2020,MRK,"Merck & Co., Inc.",Sale (Partial),32500.5
1683,"Perdue, David (Senator)",08-05-2020,03-04-2020,SBUX,Starbucks Corporation,Purchase,8000.5
1684,"Perdue, David (Senator)",08-05-2020,03-04-2020,ORCL,Oracle Corporation,Sale (Partial),8000.5
1685,"Perdue, David (Senator)",02-05-2021,03-04-2020,PFE,Pfizer Inc.,Sale (Partial),8000.5
1686,"Perdue, David (Senator)",02-05-2021,03-04-2020,LYV,"Live Nation Entertainment, Inc.",Purchase,8000.5
1687,"Perdue, David (Senator)",02-05-2021,03-04-2020,MRK,"Merck & Co., Inc.",Sale (Partial),32500.5
1688,"Perdue, David (Senator)",02-05-2021,03-04-2020,SBUX,Starbucks Corporation,Purchase,8000.5
1689,"Perdue, David (Senator)",02-05-2021,03-04-2020,ORCL,Oracle Corporation,Sale (Partial),8000.5
1690,"Carper, Thomas R. (Senator)",17-05-2021,02-04-2020,CEF,Sprott Physical Gold and Silver Trust,Purchase,8000.5
1691,"Carper, Thomas R. (Senator)",17-05-2021,02-04-2020,FPL,First Trust New Opportunities MLP & Energy Fund,Sale (Full),8000.5
1692,"Carper, Thomas R. (Senator)",17-05-2021,02-04-2020,DRI,"Darden Restaurants, Inc.",Sale (Full),8000.5
1693,"Carper, Thomas R. (Senator)",17-05-2021,02-04-2020,QCOM,QUALCOMM Incorporated,Purchase,8000.5
1694,"Carper, Thomas R. (Senator)",17-05-2021,02-04-2020,RMD,ResMed Inc.,Sale (Partial),8000.5
1695,"Carper, Thomas R. (Senator)",17-05-2021,02-04-2020,SBUX,Starbucks Corporation,Purchase,8000.5
1696,"Carper, Thomas R. (Senator)",17-05-2021,02-04-2020,ARCC,Ares Capital Corporation,Purchase,8000.5
1697,"Carper, Thomas R. (Senator)",17-05-2021,02-04-2020,CVS,CVS Health Corporation,Purchase,8000.5
1698,"Carper, Thomas R. (Senator)",17-05-2021,02-04-2020,DGX,Quest Diagnostics Incorporated,Purchase,8000.5
1699,"Carper, Thomas R. (Senator)",17-05-2021,02-04-2020,ARE,"Alexandria Real Estate Equities, Inc.",Purchase,8000.5
1700,"Carper, Thomas R. (Senator)",17-05-2021,02-04-2020,LGI,"Lazard Global Total Return and Income Fund, Inc.",Sale (Full),8000.5
1701,"Carper, Thomas R. (Senator)",17-05-2021,02-04-2020,PKG,Packaging Corporation of America,Sale (Full),8000.5
1702,"Carper, Thomas R. (Senator)",17-05-2021,02-04-2020,MET,"MetLife, Inc.",Purchase,8000.5
1703,"Carper, Thomas R. (Senator)",17-05-2021,02-04-2020,RTN,Raytheon Company,Purchase,8000.5
1704,"Carper, Thomas R. (Senator)",17-05-2021,02-04-2020,GLAD,Gladstone Capital Corporation,Purchase,8000.5
1705,"Carper, Thomas R. (Senator)",17-05-2021,02-04-2020,SWKS,"Skyworks Solutions, Inc.",Purchase,8000.5
1706,"Carper, Thomas R. (Senator)",17-05-2021,02-04-2020,CEF,Sprott Physical Gold and Silver Trust,Purchase,8000.5
1707,"Carper, Thomas R. (Senator)",17-05-2021,02-04-2020,CFG,"Citizens Financial Group, Inc.",Sale (Full),8000.5
1708,"Carper, Thomas R. (Senator)",17-05-2021,02-04-2020,TCEHY,Tencent Holdings Limited,Sale (Partial),8000.5
1709,"Carper, Thomas R. (Senator)",17-05-2021,02-04-2020,MPC,Marathon Petroleum Corporation,Sale (Full),8000.5
1710,"Carper, Thomas R. (Senator)",17-05-2021,02-04-2020,KNX,Knight-Swift Transportation Holdings Inc.,Sale (Full),8000.5
1711,"Carper, Thomas R. (Senator)",17-05-2021,02-04-2020,CB,Chubb Limited,Sale (Full),8000.5
1712,"Carper, Thomas R. (Senator)",17-05-2021,02-04-2020,IRM,Iron Mountain Incorporated,Sale (Partial),8000.5
1713,"Carper, Thomas R. (Senator)",17-05-2021,02-04-2020,--,HPE - HP Inc.,Sale (Full),8000.5
1714,"Carper, Thomas R. (Senator)",17-05-2021,02-04-2020,LHX,"L3Harris Technologies, Inc.",Purchase,8000.5
1715,"Carper, Thomas R. (Senator)",17-05-2021,02-04-2020,APO,"Apollo Global Management, Inc.",Purchase,8000.5
1716,"Carper, Thomas R. (Senator)",17-05-2021,02-04-2020,CAG,"Conagra Brands, Inc.",Sale (Partial),8000.5
1717,"Carper, Thomas R. (Senator)",17-05-2021,02-04-2020,GLW,Corning Incorporated,Purchase,8000.5
1718,"Carper, Thomas R. (Senator)",17-05-2021,02-04-2020,FITB,Fifth Third Bancorp,Sale (Full),8000.5
1719,"Carper, Thomas R. (Senator)",17-05-2021,02-04-2020,MSFT,Microsoft Corporation,Sale (Partial),8000.5
1720,"Carper, Thomas R. (Senator)",17-05-2021,02-04-2020,NVO,Novo Nordisk A/S,Purchase,8000.5
1721,"Carper, Thomas R. (Senator)",17-05-2021,02-04-2020,PEP,"PepsiCo, Inc.",Purchase,8000.5
1722,"Carper, Thomas R. (Senator)",17-05-2021,02-04-2020,TSN,"Tyson Foods, Inc.",Purchase,8000.5
1723,"Perdue, David (Senator)",08-05-2020,01-04-2020,MU,"Micron Technology, Inc.",Purchase,8000.5
1724,"Perdue, David (Senator)",08-05-2020,01-04-2020,MU,"Micron Technology, Inc.",Purchase,8000.5
1725,"Perdue, David (Senator)",02-05-2021,01-04-2020,MU,"Micron Technology, Inc.",Purchase,8000.5
1726,"Perdue, David (Senator)",02-05-2021,01-04-2020,MU,"Micron Technology, Inc.",Purchase,8000.5
1727,"Loeffler, Kelly (Senator)",01-05-2020,31-03-2020,TRV,"The Travelers Companies, Inc.",Purchase,32500.5
1728,"Perdue, David (Senator)",05-04-2020,31-03-2020,MU,"Micron Technology, Inc.",Purchase,8000.5
1729,"Perdue, David (Senator)",05-04-2020,31-03-2020,MRK,"Merck & Co., Inc.",Sale (Partial),32500.5
1730,"Perdue, David (Senator)",05-04-2020,30-03-2020,GPK,Graphic Packaging Holding Company,Sale (Partial),8000.5
1731,"Perdue, David (Senator)",05-04-2020,30-03-2020,MU,"Micron Technology, Inc.",Purchase,8000.5
1732,"Perdue, David (Senator)",05-04-2020,30-03-2020,MU,"Micron Technology, Inc.",Purchase,8000.5
1733,"Carper, Thomas R. (Senator)",01-04-2020,27-03-2020,DIS,The Walt Disney Company,Purchase,8000.5
1734,"Carper, Thomas R. (Senator)",01-04-2020,27-03-2020,SWKS,"Skyworks Solutions, Inc.",Purchase,8000.5
1735,"Carper, Thomas R. (Senator)",01-04-2020,27-03-2020,CVS,CVS Health Corporation,Purchase,8000.5
1736,"Carper, Thomas R. (Senator)",01-04-2020,27-03-2020,PYPL,"PayPal Holdings, Inc.",Purchase,8000.5
1737,"Loeffler, Kelly (Senator)",01-05-2020,27-03-2020,AIG,"American International Group, Inc.",Purchase,8000.5
1738,"Perdue, David (Senator)",05-04-2020,27-03-2020,ORCL,Oracle Corporation,Sale (Partial),32500.5
1739,"Perdue, David (Senator)",05-04-2020,27-03-2020,BOIVF,Bollore,Purchase,8000.5
1740,"Perdue, David (Senator)",05-04-2020,27-03-2020,VIAC,ViacomCBS Inc.,Sale (Partial),8000.5
1741,"Perdue, David (Senator)",05-04-2020,27-03-2020,MU,"Micron Technology, Inc.",Purchase,8000.5
1742,"Perdue, David (Senator)",05-04-2020,27-03-2020,GPK,Graphic Packaging Holding Company,Sale (Partial),32500.5
1743,"Perdue, David (Senator)",05-04-2020,27-03-2020,SBUX,Starbucks Corporation,Purchase,8000.5
1744,"Perdue, David (Senator)",05-04-2020,27-03-2020,MU,"Micron Technology, Inc.",Purchase,32500.5
1745,"Perdue, David (Senator)",05-04-2020,26-03-2020,DOW,Dow Inc.,Purchase,8000.5
1746,"Perdue, David (Senator)",05-04-2020,26-03-2020,NFLX,"Netflix, Inc.",Purchase,32500.5
1747,"Perdue, David (Senator)",05-04-2020,26-03-2020,TRP,TC Energy Corporation,Purchase,8000.5
1748,"Perdue, David (Senator)",05-04-2020,26-03-2020,BOIVF,Bollore,Purchase,8000.5
1749,"Perdue, David (Senator)",05-04-2020,26-03-2020,WMB,"The Williams Companies, Inc.",Purchase,8000.5
1750,"Perdue, David (Senator)",05-04-2020,26-03-2020,LNG,"Cheniere Energy, Inc.",Purchase,8000.5
1751,"Perdue, David (Senator)",05-04-2020,25-03-2020,BOIVF,Bollore,Purchase,8000.5
1752,"Carper, Thomas R. (Senator)",01-04-2020,24-03-2020,VZ,Verizon Communications Inc.,Purchase,8000.5
1753,"Carper, Thomas R. (Senator)",01-04-2020,24-03-2020,VOD,Vodafone Group Plc,Sale (Full),8000.5
1754,"Carper, Thomas R. (Senator)",01-04-2020,24-03-2020,MPC,Marathon Petroleum Corporation,Sale (Full),8000.5
1755,"Carper, Thomas R. (Senator)",01-04-2020,24-03-2020,WFC,Wells Fargo & Company,Sale (Full),8000.5
1756,"Carper, Thomas R. (Senator)",01-04-2020,24-03-2020,CSCO,"Cisco Systems, Inc.",Purchase,8000.5
1757,"Carper, Thomas R. (Senator)",01-04-2020,24-03-2020,ABBV,AbbVie Inc.,Purchase,8000.5
1758,"Carper, Thomas R. (Senator)",01-04-2020,24-03-2020,JPM,JPMorgan Chase & Co.,Purchase,8000.5
1759,"Perdue, David (Senator)",05-04-2020,24-03-2020,SBUX,Starbucks Corporation,Purchase,8000.5
1760,"Perdue, David (Senator)",05-04-2020,24-03-2020,BOIVF,Bollore,Purchase,8000.5
1761,"Carper, Thomas R. (Senator)",01-04-2020,23-03-2020,CEF,Sprott Physical Gold and Silver Trust,Purchase,8000.5
1762,"Perdue, David (Senator)",05-04-2020,23-03-2020,NWS,News Corporation,Purchase,8000.5
1763,"Perdue, David (Senator)",05-04-2020,23-03-2020,BAC,Bank of America Corporation,Purchase,8000.5
1764,"Perdue, David (Senator)",05-04-2020,23-03-2020,BOIVF,Bollore,Purchase,8000.5
1765,"Perdue, David (Senator)",05-04-2020,23-03-2020,SBUX,Starbucks Corporation,Purchase,8000.5
1766,"Perdue, David (Senator)",05-04-2020,23-03-2020,BAC,Bank of America Corporation,Purchase,8000.5
1767,"Perdue, David (Senator)",05-04-2020,23-03-2020,SBUX,Starbucks Corporation,Purchase,8000.5
1768,"Perdue, David (Senator)",05-04-2020,23-03-2020,RL,Ralph Lauren Corporation,Purchase,8000.5
1769,"Loeffler, Kelly (Senator)",01-05-2020,20-03-2020,WDC,Western Digital Corporation,Purchase,175000.5
1770,"Loeffler, Kelly (Senator)",01-05-2020,20-03-2020,K,Kellogg Company,Purchase,175000.5
1771,"Loeffler, Kelly (Senator)",01-05-2020,20-03-2020,EMR,Emerson Electric Co.,Purchase,375000.5
1772,"Loeffler, Kelly (Senator)",01-05-2020,20-03-2020,CR,Crane Co.,Purchase,175000.5
1773,"Loeffler, Kelly (Senator)",01-05-2020,20-03-2020,CSCO,"Cisco Systems, Inc.",Purchase,75000.5
1774,"Loeffler, Kelly (Senator)",01-05-2020,20-03-2020,ADM,Archer-Daniels-Midland Company,Purchase,175000.5
1775,"Loeffler, Kelly (Senator)",01-05-2020,20-03-2020,PRU,"Prudential Financial, Inc.",Purchase,175000.5
1776,"Loeffler, Kelly (Senator)",01-05-2020,20-03-2020,CVX,Chevron Corporation,Purchase,75000.5
1777,"Loeffler, Kelly (Senator)",01-05-2020,20-03-2020,DAL,"Delta Air Lines, Inc.",Purchase,75000.5
1778,"Loeffler, Kelly (Senator)",01-05-2020,20-03-2020,AIZ,"Assurant, Inc.",Purchase,8000.5
1779,"Loeffler, Kelly (Senator)",01-05-2020,20-03-2020,HIG,"The Hartford Financial Services Group, Inc.",Purchase,175000.5
1780,"Loeffler, Kelly (Senator)",01-05-2020,20-03-2020,CAH,"Cardinal Health, Inc.",Purchase,175000.5
1781,"Perdue, David (Senator)",05-04-2020,20-03-2020,BOIVF,Bollore,Purchase,8000.5
1782,"Perdue, David (Senator)",05-04-2020,20-03-2020,SYY,Sysco Corporation,Purchase,8000.5
1783,"Perdue, David (Senator)",05-04-2020,20-03-2020,PAGP,"Plains GP Holdings, L.P.",Purchase,8000.5
1784,"Perdue, David (Senator)",05-04-2020,20-03-2020,MSM,"MSC Industrial Direct Co., Inc.",Purchase,8000.5
1785,"Perdue, David (Senator)",05-04-2020,20-03-2020,NWSA,News Corporation,Purchase,8000.5
1786,"Perdue, David (Senator)",05-04-2020,20-03-2020,PAGP,"Plains GP Holdings, L.P.",Purchase,8000.5
1787,"Perdue, David (Senator)",05-04-2020,20-03-2020,KR,The Kroger Co.,Sale (Full),8000.5
1788,"Perdue, David (Senator)",05-04-2020,20-03-2020,M,"Macy's, Inc.",Purchase,8000.5
1789,"Loeffler, Kelly (Senator)",01-05-2020,19-03-2020,CME,CME Group Inc.,Purchase,75000.5
1790,"Loeffler, Kelly (Senator)",01-05-2020,19-03-2020,MSFT,Microsoft Corporation,Purchase,32500.5
1791,"Perdue, David (Senator)",05-04-2020,19-03-2020,SBUX,Starbucks Corporation,Purchase,32500.5
1792,"Perdue, David (Senator)",05-04-2020,19-03-2020,KR,The Kroger Co.,Sale (Partial),8000.5
