Transaction_Number,Office_FilerType,Date_Received_Filed,Transaction_Date,Ticker,Asset_Name,Transaction_Type,Amount
1793,"Perdue, David (Senator)",05-04-2020,19-03-2020,GOOG,Alphabet Inc.,Purchase,8000.5
1794,"Perdue, David (Senator)",05-04-2020,19-03-2020,KR,The Kroger Co.,Sale (Partial),8000.5
1795,"Perdue, David (Senator)",05-04-2020,19-03-2020,CLX,The Clorox Company,Sale (Full),8000.5
1796,"Loeffler, Kelly (Senator)",01-05-2020,18-03-2020,AIZ,"Assurant, Inc.",Purchase,375000.5
1797,"Loeffler, Kelly (Senator)",01-05-2020,18-03-2020,TDG,TransDigm Group Incorporated,Sale (Full),32500.5
1798,"Perdue, David (Senator)",05-04-2020,18-03-2020,GM,General Motors Company,Purchase,8000.5
1799,"Perdue, David (Senator)",05-04-2020,18-03-2020,LYV,"Live Nation Entertainment, Inc.",Purchase,8000.5
1800,"Perdue, David (Senator)",05-04-2020,18-03-2020,KR,The Kroger Co.,Sale (Partial),8000.5
1801,"Perdue, David (Senator)",05-04-2020,18-03-2020,KR,The Kroger Co.,Sale (Partial),8000.5
1802,"Perdue, David (Senator)",05-04-2020,18-03-2020,BAC,Bank of America Corporation,Purchase,8000.5
1803,"Perdue, David (Senator)",05-04-2020,18-03-2020,KR,The Kroger Co.,Sale (Partial),8000.5
1804,"Perdue, David (Senator)",05-04-2020,18-03-2020,UHAL,AMERCO,Purchase,8000.5
1805,"Perdue, David (Senator)",05-04-2020,18-03-2020,CDLX,"Cardlytics, Inc.",Purchase,175000.5
1806,"Perdue, David (Senator)",05-04-2020,18-03-2020,CDLX,"Cardlytics, Inc.",Purchase,175000.5
1807,"Perdue, David (Senator)",05-04-2020,18-03-2020,LYV,"Live Nation Entertainment, Inc.",Purchase,8000.5
1808,"Loeffler, Kelly (Senator)",01-05-2020,17-03-2020,PRU,"Prudential Financial, Inc.",Purchase,32500.5
1809,"Loeffler, Kelly (Senator)",01-05-2020,17-03-2020,DAL,"Delta Air Lines, Inc.",Purchase,75000.5
1810,"Loeffler, Kelly (Senator)",01-05-2020,17-03-2020,DG,Dollar General Corporation,Sale (Partial),8000.5
1811,"Loeffler, Kelly (Senator)",01-05-2020,17-03-2020,TDG,TransDigm Group Incorporated,Sale (Partial),75000.5
1812,"Perdue, David (Senator)",05-04-2020,17-03-2020,UHAL,AMERCO,Purchase,8000.5
1813,"Perdue, David (Senator)",05-04-2020,17-03-2020,LYV,"Live Nation Entertainment, Inc.",Purchase,8000.5
1814,"Perdue, David (Senator)",05-04-2020,17-03-2020,AXTA,Axalta Coating Systems Ltd.,Purchase,8000.5
1815,"Perdue, David (Senator)",05-04-2020,17-03-2020,PG,The Procter & Gamble Company,Sale (Partial),32500.5
1816,"Perdue, David (Senator)",05-04-2020,17-03-2020,PEP,"PepsiCo, Inc.",Sale (Partial),32500.5
1817,"Perdue, David (Senator)",05-04-2020,17-03-2020,NWSA,News Corporation,Purchase,8000.5
1818,"Perdue, David (Senator)",05-04-2020,17-03-2020,FHB,"First Hawaiian, Inc.",Purchase,8000.5
1819,"Perdue, David (Senator)",05-04-2020,17-03-2020,CTSH,Cognizant Technology Solutions Corporation,Purchase,8000.5
1820,"Perdue, David (Senator)",05-04-2020,17-03-2020,SYY,Sysco Corporation,Purchase,8000.5
1821,"Perdue, David (Senator)",05-04-2020,17-03-2020,MSM,"MSC Industrial Direct Co., Inc.",Purchase,8000.5
1822,"Perdue, David (Senator)",05-04-2020,17-03-2020,KR,The Kroger Co.,Sale (Partial),8000.5
1823,"Perdue, David (Senator)",05-04-2020,17-03-2020,WFC,Wells Fargo & Company,Purchase,8000.5
1824,"Perdue, David (Senator)",05-04-2020,17-03-2020,HUN,Huntsman Corporation,Purchase,8000.5
1825,"Smith, Tina (Senator)",16-04-2020,17-03-2020,DXCM,"DexCom, Inc.",Sale (Partial),375000.5
1826,"Smith, Tina (Senator)",16-04-2020,17-03-2020,PODD,Insulet Corporation,Sale (Partial),375000.5
1827,"Loeffler, Kelly (Senator)",01-05-2020,16-03-2020,AIG,"American International Group, Inc.",Purchase,75000.5
1828,"Loeffler, Kelly (Senator)",01-05-2020,16-03-2020,CVX,Chevron Corporation,Purchase,175000.5
1829,"Loeffler, Kelly (Senator)",01-05-2020,16-03-2020,ADP,"Automatic Data Processing, Inc.",Sale (Partial),8000.5
1830,"Loeffler, Kelly (Senator)",01-05-2020,16-03-2020,FIS,"Fidelity National Information Services, Inc.",Sale (Partial),8000.5
1831,"Loeffler, Kelly (Senator)",01-05-2020,16-03-2020,CME,CME Group Inc.,Sale (Partial),32500.5
1832,"Perdue, David (Senator)",05-04-2020,16-03-2020,KR,The Kroger Co.,Sale (Partial),8000.5
1833,"Perdue, David (Senator)",05-04-2020,16-03-2020,AXTA,Axalta Coating Systems Ltd.,Purchase,8000.5
1834,"Perdue, David (Senator)",05-04-2020,16-03-2020,KR,The Kroger Co.,Sale (Partial),8000.5
1835,"Perdue, David (Senator)",05-04-2020,16-03-2020,KR,The Kroger Co.,Sale (Partial),8000.5
1836,"Perdue, David (Senator)",05-04-2020,16-03-2020,KR,The Kroger Co.,Sale (Partial),32500.5
1837,"Perdue, David (Senator)",05-04-2020,16-03-2020,RF,Regions Financial Corporation,Purchase,8000.5
1838,"Perdue, David (Senator)",05-04-2020,16-03-2020,FOX,Fox Corporation,Purchase,8000.5
1839,"Perdue, David (Senator)",05-04-2020,16-03-2020,LYV,"Live Nation Entertainment, Inc.",Purchase,8000.5
1840,"Perdue, David (Senator)",05-04-2020,16-03-2020,HUN,Huntsman Corporation,Purchase,8000.5
1841,"Loeffler, Kelly (Senator)",01-05-2020,13-03-2020,CSCO,"Cisco Systems, Inc.",Purchase,175000.5
1842,"Loeffler, Kelly (Senator)",31-03-2020,13-03-2020,PRU,"Prudential Financial, Inc.",Purchase,32500.5
1843,"Perdue, David (Senator)",05-04-2020,13-03-2020,ENB,Enbridge Inc.,Purchase,8000.5
1844,"Perdue, David (Senator)",05-04-2020,13-03-2020,KR,The Kroger Co.,Sale (Partial),8000.5
1845,"Perdue, David (Senator)",05-04-2020,13-03-2020,KR,The Kroger Co.,Sale (Partial),8000.5
1846,"Perdue, David (Senator)",05-04-2020,13-03-2020,TRP,TC Energy Corporation,Purchase,8000.5
1847,"Perdue, David (Senator)",05-04-2020,13-03-2020,ENB,Enbridge Inc.,Purchase,8000.5
1848,"Perdue, David (Senator)",05-04-2020,13-03-2020,KR,The Kroger Co.,Sale (Partial),8000.5
1849,"Perdue, David (Senator)",05-04-2020,13-03-2020,TRP,TC Energy Corporation,Purchase,8000.5
1850,"Loeffler, Kelly (Senator)",01-05-2020,12-03-2020,DG,Dollar General Corporation,Sale (Partial),75000.5
1851,"Loeffler, Kelly (Senator)",01-05-2020,12-03-2020,PRU,"Prudential Financial, Inc.",Purchase,32500.5
1852,"Loeffler, Kelly (Senator)",01-05-2020,11-03-2020,BKNG,Booking Holdings Inc.,Sale (Full),8000.5
1853,"Loeffler, Kelly (Senator)",31-03-2020,11-03-2020,BKNG,Booking Holdings Inc.,Sale (Full),8000.5
1854,"Loeffler, Kelly (Senator)",31-03-2020,11-03-2020,ICE,"Intercontinental Exchange, Inc.",Sale (Partial),15000000.5
1855,"Loeffler, Kelly (Senator)",31-03-2020,11-03-2020,ICE,"Intercontinental Exchange, Inc.",Sale (Partial),15000000.5
1856,"Perdue, David (Senator)",05-04-2020,11-03-2020,GEL,"Genesis Energy, L.P.",Sale (Full),8000.5
1857,"Whitehouse, Sheldon (Senator)",14-04-2020,11-03-2020,ILMN,"Illumina, Inc.",Sale (Full),8000.5
1858,"Whitehouse, Sheldon (Senator)",14-04-2020,11-03-2020,CGNX,Cognex Corporation,Sale (Full),32500.5
1859,"Whitehouse, Sheldon (Senator)",14-04-2020,11-03-2020,SIEGY,Siemens Aktiengesellschaft,Sale (Full),32500.5
1860,"Loeffler, Kelly (Senator)",01-05-2020,10-03-2020,BKNG,Booking Holdings Inc.,Sale (Partial),32500.5
1861,"Loeffler, Kelly (Senator)",31-03-2020,10-03-2020,CVX,Chevron Corporation,Purchase,175000.5
1862,"Loeffler, Kelly (Senator)",31-03-2020,10-03-2020,DD,"DuPont de Nemours, Inc.",Purchase,8000.5
1863,"Loeffler, Kelly (Senator)",31-03-2020,10-03-2020,BKNG,Booking Holdings Inc.,Sale (Partial),32500.5
1864,"Moran, Jerry (Senator)",19-05-2021,10-03-2020,VWO,Vanguard FTSE Emerging Markets Index Fund ETF Shar,Sale (Partial),32500.5
1865,"Moran, Jerry (Senator)",19-05-2021,10-03-2020,HAL,Halliburton Company,Purchase,8000.5
1866,"Moran, Jerry (Senator)",19-05-2021,10-03-2020,XOM,Exxon Mobil Corporation,Purchase,8000.5
1867,"Moran, Jerry (Senator)",19-05-2021,10-03-2020,BRK-B,Berkshire Hathaway Inc.,Purchase,8000.5
1868,"Moran, Jerry (Senator)",16-03-2020,10-03-2020,VWO,Vanguard FTSE Emerging Markets Index Fund ETF Shar,Sale (Partial),32500.5
1869,"Moran, Jerry (Senator)",16-03-2020,10-03-2020,HAL,Halliburton Company,Purchase,8000.5
1870,"Moran, Jerry (Senator)",16-03-2020,10-03-2020,XOM,Exxon Mobil Corporation,Purchase,8000.5
1871,"Moran, Jerry (Senator)",16-03-2020,10-03-2020,BRK-B,Berkshire Hathaway Inc.,Purchase,8000.5
1872,"Moran, Jerry (Senator)",19-05-2021,10-03-2020,VUSFX,Vanguard Ultra-Short-Term Bond Fund Admiral Shares,Sale (Partial),32500.5
1873,"Moran, Jerry (Senator)",19-05-2021,10-03-2020,HAL,Halliburton Company,Purchase,8000.5
1874,"Moran, Jerry (Senator)",19-05-2021,10-03-2020,XOM,Exxon Mobil Corporation,Purchase,8000.5
1875,"Moran, Jerry (Senator)",19-05-2021,10-03-2020,BRK-B,Berkshire Hathaway Inc.,Purchase,8000.5
1876,"Perdue, David (Senator)",05-04-2020,10-03-2020,MSM,"MSC Industrial Direct Co., Inc.",Purchase,8000.5
1877,"Perdue, David (Senator)",05-04-2020,10-03-2020,M,"Macy's, Inc.",Purchase,8000.5
1878,"Perdue, David (Senator)",05-04-2020,10-03-2020,NWSA,News Corporation,Purchase,8000.5
1879,"Perdue, David (Senator)",05-04-2020,10-03-2020,FOXA,Fox Corporation,Purchase,8000.5
1880,"Perdue, David (Senator)",05-04-2020,10-03-2020,EAF,GrafTech International Ltd.,Purchase,8000.5
1881,"Cassidy, Bill (Senator)",27-03-2020,09-03-2020,WMT,Walmart Inc.,Sale (Partial),8000.5
1882,"Cassidy, Bill (Senator)",27-03-2020,09-03-2020,TROW,"T. Rowe Price Group, Inc.",Sale (Partial),8000.5
1883,"Cassidy, Bill (Senator)",27-03-2020,09-03-2020,PG,The Procter & Gamble Company,Sale (Partial),8000.5
1884,"Cassidy, Bill (Senator)",27-03-2020,09-03-2020,MSFT,Microsoft Corporation,Sale (Partial),8000.5
1885,"Cassidy, Bill (Senator)",27-03-2020,09-03-2020,MDT,Medtronic plc,Sale (Partial),8000.5
1886,"Cassidy, Bill (Senator)",27-03-2020,09-03-2020,EMR,Emerson Electric Co.,Sale (Partial),8000.5
1887,"Cassidy, Bill (Senator)",27-03-2020,09-03-2020,BLK,"BlackRock, Inc.",Sale (Partial),8000.5
1888,"Cassidy, Bill (Senator)",27-03-2020,09-03-2020,AAPL,Apple Inc.,Sale (Partial),8000.5
1889,"Cassidy, Bill (Senator)",27-03-2020,09-03-2020,AMGN,Amgen Inc.,Sale (Partial),8000.5
1890,"Cassidy, Bill (Senator)",27-03-2020,09-03-2020,T,AT&T Inc.,Sale (Partial),8000.5
1891,"Cassidy, Bill (Senator)",27-03-2020,09-03-2020,VFC,V.F. Corporation,Purchase,8000.5
1892,"Cassidy, Bill (Senator)",27-03-2020,09-03-2020,PSX,Phillips 66,Purchase,8000.5
1893,"Cassidy, Bill (Senator)",27-03-2020,09-03-2020,MMM,3M Company,Purchase,8000.5
1894,"Cassidy, Bill (Senator)",27-03-2020,09-03-2020,JNJ,Johnson & Johnson,Purchase,8000.5
1895,"Cassidy, Bill (Senator)",27-03-2020,09-03-2020,DOW,Dow Inc.,Purchase,8000.5
1896,"Loeffler, Kelly (Senator)",01-05-2020,09-03-2020,CVX,Chevron Corporation,Purchase,175000.5
1897,"Loeffler, Kelly (Senator)",01-05-2020,09-03-2020,DD,"DuPont de Nemours, Inc.",Purchase,8000.5
1898,"Loeffler, Kelly (Senator)",31-03-2020,09-03-2020,HELE,Helen of Troy Limited,Sale (Partial),75000.5
1899,"Loeffler, Kelly (Senator)",31-03-2020,09-03-2020,TJX,"The TJX Companies, Inc.",Sale (Full),32500.5
1900,"Perdue, David (Senator)",05-04-2020,09-03-2020,BRK-B,Berkshire Hathaway Inc.,Purchase,8000.5
1901,"Loeffler, Kelly (Senator)",01-05-2020,06-03-2020,HELE,Helen of Troy Limited,Sale (Partial),75000.5
1902,"Loeffler, Kelly (Senator)",01-05-2020,06-03-2020,BKNG,Booking Holdings Inc.,Purchase,32500.5
1903,"Loeffler, Kelly (Senator)",31-03-2020,06-03-2020,BKNG,Booking Holdings Inc.,Purchase,32500.5
1904,"Perdue, David (Senator)",05-04-2020,06-03-2020,BRK-B,Berkshire Hathaway Inc.,Purchase,32500.5
1905,"Perdue, David (Senator)",05-04-2020,06-03-2020,BAC,Bank of America Corporation,Sale (Partial),8000.5
1906,"Perdue, David (Senator)",05-04-2020,06-03-2020,BRK-B,Berkshire Hathaway Inc.,Purchase,32500.5
1907,"King, Angus (Senator)",22-04-2020,05-03-2020,WTRG,"Essential Utilities, Inc.",Sale (Full),8000.5
1908,"Loeffler, Kelly (Senator)",01-05-2020,05-03-2020,TJX,"The TJX Companies, Inc.",Sale (Full),32500.5
1909,"Perdue, David (Senator)",05-04-2020,05-03-2020,URBN,"Urban Outfitters, Inc.",Purchase,8000.5
1910,"Perdue, David (Senator)",05-04-2020,05-03-2020,KR,The Kroger Co.,Sale (Partial),32500.5
1911,"Perdue, David (Senator)",05-04-2020,05-03-2020,BRK-B,Berkshire Hathaway Inc.,Purchase,8000.5
1912,"Perdue, David (Senator)",05-04-2020,05-03-2020,BRK-B,Berkshire Hathaway Inc.,Purchase,32500.5
1913,"Perdue, David (Senator)",05-04-2020,05-03-2020,URBN,"Urban Outfitters, Inc.",Purchase,8000.5
1914,"McConnell, A. Mitchell Jr. (Senator)",11-03-2020,04-03-2020,WFC,Wells Fargo & Company,Purchase,8000.5
1915,"Perdue, David (Senator)",05-04-2020,04-03-2020,BAC,Bank of America Corporation,Sale (Partial),8000.5
1916,"Perdue, David (Senator)",05-04-2020,04-03-2020,KR,The Kroger Co.,Sale (Partial),8000.5
1917,"Perdue, David (Senator)",05-04-2020,04-03-2020,URBN,"Urban Outfitters, Inc.",Purchase,8000.5
1918,"Perdue, David (Senator)",05-04-2020,04-03-2020,URBN,"Urban Outfitters, Inc.",Purchase,8000.5
1919,"Perdue, David (Senator)",05-04-2020,04-03-2020,URBN,"Urban Outfitters, Inc.",Purchase,8000.5
1920,"Perdue, David (Senator)",05-04-2020,04-03-2020,GM,General Motors Company,Purchase,8000.5
1921,"Perdue, David (Senator)",05-04-2020,04-03-2020,KR,The Kroger Co.,Sale (Partial),8000.5
1922,"Capito, Shelley Moore (Senator)",29-04-2020,03-03-2020,JPM,JPMorgan Chase & Co.,Purchase,8000.5
1923,"Capito, Shelley Moore (Senator)",29-04-2020,03-03-2020,MSFT,Microsoft Corporation,Purchase,8000.5
1924,"Capito, Shelley Moore (Senator)",29-04-2020,03-03-2020,JNJ,Johnson & Johnson,Purchase,8000.5
1925,"Capito, Shelley Moore (Senator)",29-04-2020,03-03-2020,ABT,Abbott Laboratories,Purchase,8000.5
1926,"Capito, Shelley Moore (Senator)",29-04-2020,03-03-2020,JPM,JPMorgan Chase & Co.,Purchase,8000.5
1927,"Capito, Shelley Moore (Senator)",29-04-2020,03-03-2020,MSFT,Microsoft Corporation,Purchase,8000.5
1928,"Capito, Shelley Moore (Senator)",29-04-2020,03-03-2020,JNJ,Johnson & Johnson,Purchase,8000.5
1929,"Capito, Shelley Moore (Senator)",29-04-2020,03-03-2020,ABT,Abbott Laboratories,Purchase,8000.5
1930,"Loeffler, Kelly (Senator)",01-05-2020,03-03-2020,ROST,"Ross Stores, Inc.",Sale (Full),32500.5
1931,"Loeffler, Kelly (Senator)",01-05-2020,03-03-2020,LULU,Lululemon Athletica Inc.,Sale (Full),75000.5
1932,"Loeffler, Kelly (Senator)",01-05-2020,03-03-2020,FB,"Facebook, Inc.",Sale (Full),75000.5
1933,"Loeffler, Kelly (Senator)",31-03-2020,03-03-2020,DD,"DuPont de Nemours, Inc.",Purchase,75000.5
1934,"Loeffler, Kelly (Senator)",31-03-2020,03-03-2020,ROST,"Ross Stores, Inc.",Sale (Full),32500.5
1935,"Loeffler, Kelly (Senator)",31-03-2020,03-03-2020,LULU,Lululemon Athletica Inc.,Sale (Full),75000.5
1936,"Loeffler, Kelly (Senator)",31-03-2020,03-03-2020,FB,"Facebook, Inc.",Sale (Full),75000.5
1937,"Perdue, David (Senator)",05-04-2020,03-03-2020,KR,The Kroger Co.,Sale (Partial),8000.5
1938,"Perdue, David (Senator)",05-04-2020,03-03-2020,KR,The Kroger Co.,Sale (Partial),8000.5
1939,"Loeffler, Kelly (Senator)",01-05-2020,02-03-2020,DD,"DuPont de Nemours, Inc.",Purchase,75000.5
1940,"Loeffler, Kelly (Senator)",01-05-2020,02-03-2020,ROST,"Ross Stores, Inc.",Sale (Partial),32500.5
1941,"Loeffler, Kelly (Senator)",31-03-2020,02-03-2020,DD,"DuPont de Nemours, Inc.",Purchase,32500.5
1942,"Loeffler, Kelly (Senator)",31-03-2020,02-03-2020,ROST,"Ross Stores, Inc.",Sale (Partial),32500.5
1943,"Perdue, David (Senator)",05-04-2020,02-03-2020,WPX,"WPX Energy, Inc.",Purchase,8000.5
1944,"Perdue, David (Senator)",05-04-2020,02-03-2020,KR,The Kroger Co.,Sale (Partial),32500.5
1945,"Perdue, David (Senator)",05-04-2020,02-03-2020,DD,"DuPont de Nemours, Inc.",Purchase,8000.5
1946,"Perdue, David (Senator)",05-04-2020,02-03-2020,CZR,Caesars Entertainment Corporation,Sale (Partial),8000.5
1947,"Perdue, David (Senator)",05-04-2020,02-03-2020,CZR,Caesars Entertainment Corporation,Sale (Full),8000.5
1948,"Perdue, David (Senator)",05-04-2020,02-03-2020,BAC,Bank of America Corporation,Sale (Partial),32500.5
1949,"Loeffler, Kelly (Senator)",01-05-2020,28-02-2020,DG,Dollar General Corporation,Sale (Partial),75000.5
1950,"Loeffler, Kelly (Senator)",01-05-2020,28-02-2020,CME,CME Group Inc.,Sale (Partial),75000.5
1951,"Loeffler, Kelly (Senator)",01-05-2020,28-02-2020,DD,"DuPont de Nemours, Inc.",Purchase,32500.5
1952,"Loeffler, Kelly (Senator)",31-03-2020,28-02-2020,DD,"DuPont de Nemours, Inc.",Purchase,175000.5
1953,"Perdue, David (Senator)",02-05-2021,28-02-2020,GM,General Motors Company,Purchase,8000.5
1954,"Perdue, David (Senator)",02-05-2021,28-02-2020,PFE,Pfizer Inc.,Purchase,32500.5
1955,"Perdue, David (Senator)",02-05-2021,28-02-2020,DD,"DuPont de Nemours, Inc.",Purchase,8000.5
1956,"Perdue, David (Senator)",02-05-2021,28-02-2020,DD,"DuPont de Nemours, Inc.",Purchase,8000.5
1957,"Perdue, David (Senator)",02-05-2021,28-02-2020,DVN,Devon Energy Corporation,Purchase,8000.5
1958,"Perdue, David (Senator)",02-05-2021,28-02-2020,PFE,Pfizer Inc.,Purchase,32500.5
1959,"Perdue, David (Senator)",02-05-2021,28-02-2020,PFE,Pfizer Inc.,Purchase,8000.5
1960,"Perdue, David (Senator)",02-05-2021,28-02-2020,CZR,Caesars Entertainment Corporation,Sale (Partial),8000.5
1961,"Perdue, David (Senator)",02-05-2021,28-02-2020,CZR,Caesars Entertainment Corporation,Sale (Partial),8000.5
1962,"Perdue, David (Senator)",03-03-2020,28-02-2020,GM,General Motors Company,Purchase,8000.5
1963,"Perdue, David (Senator)",03-03-2020,28-02-2020,PFE,Pfizer Inc.,Purchase,32500.5
1964,"Perdue, David (Senator)",03-03-2020,28-02-2020,DD,"DuPont de Nemours, Inc.",Purchase,8000.5
1965,"Perdue, David (Senator)",03-03-2020,28-02-2020,DD,"DuPont de Nemours, Inc.",Purchase,8000.5
1966,"Perdue, David (Senator)",03-03-2020,28-02-2020,DVN,Devon Energy Corporation,Purchase,8000.5
1967,"Perdue, David (Senator)",03-03-2020,28-02-2020,PFE,Pfizer Inc.,Purchase,32500.5
1968,"Perdue, David (Senator)",03-03-2020,28-02-2020,PFE,Pfizer Inc.,Purchase,8000.5
1969,"Perdue, David (Senator)",03-03-2020,28-02-2020,CZR,Caesars Entertainment Corporation,Sale (Partial),8000.5
1970,"Perdue, David (Senator)",03-03-2020,28-02-2020,CZR,Caesars Entertainment Corporation,Sale (Partial),8000.5
1971,"Loeffler, Kelly (Senator)",01-05-2020,27-02-2020,FIS,"Fidelity National Information Services, Inc.",Purchase,32500.5
1972,"Loeffler, Kelly (Senator)",01-05-2020,27-02-2020,DD,"DuPont de Nemours, Inc.",Purchase,175000.5
1973,"Loeffler, Kelly (Senator)",31-03-2020,27-02-2020,AMZN,"Amazon.com, Inc.",Sale (Full),32500.5
1974,"Perdue, David (Senator)",02-05-2021,27-02-2020,DD,"DuPont de Nemours, Inc.",Purchase,8000.5
1975,"Perdue, David (Senator)",02-05-2021,27-02-2020,PFE,Pfizer Inc.,Purchase,32500.5
1976,"Perdue, David (Senator)",02-05-2021,27-02-2020,DD,"DuPont de Nemours, Inc.",Purchase,8000.5
1977,"Perdue, David (Senator)",02-05-2021,27-02-2020,DAL,"Delta Air Lines, Inc.",Purchase,8000.5
1978,"Perdue, David (Senator)",02-05-2021,27-02-2020,PFE,Pfizer Inc.,Purchase,8000.5
1979,"Perdue, David (Senator)",02-05-2021,27-02-2020,DD,"DuPont de Nemours, Inc.",Purchase,8000.5
1980,"Perdue, David (Senator)",02-05-2021,27-02-2020,CZR,Caesars Entertainment Corporation,Sale (Partial),8000.5
1981,"Perdue, David (Senator)",02-05-2021,27-02-2020,CZR,Caesars Entertainment Corporation,Sale (Partial),8000.5
1982,"Perdue, David (Senator)",02-05-2021,27-02-2020,CZR,Caesars Entertainment Corporation,Sale (Partial),8000.5
1983,"Perdue, David (Senator)",03-03-2020,27-02-2020,DD,"DuPont de Nemours, Inc.",Purchase,8000.5
1984,"Perdue, David (Senator)",03-03-2020,27-02-2020,PFE,Pfizer Inc.,Purchase,32500.5
1985,"Perdue, David (Senator)",03-03-2020,27-02-2020,DD,"DuPont de Nemours, Inc.",Purchase,8000.5
1986,"Perdue, David (Senator)",03-03-2020,27-02-2020,DAL,"Delta Air Lines, Inc.",Purchase,8000.5
1987,"Perdue, David (Senator)",03-03-2020,27-02-2020,PFE,Pfizer Inc.,Purchase,8000.5
1988,"Perdue, David (Senator)",03-03-2020,27-02-2020,DD,"DuPont de Nemours, Inc.",Purchase,8000.5
1989,"Perdue, David (Senator)",03-03-2020,27-02-2020,CZR,Caesars Entertainment Corporation,Sale (Partial),8000.5
1990,"Perdue, David (Senator)",03-03-2020,27-02-2020,CZR,Caesars Entertainment Corporation,Sale (Partial),8000.5
1991,"Perdue, David (Senator)",03-03-2020,27-02-2020,CZR,Caesars Entertainment Corporation,Sale (Partial),8000.5
1992,"Sullivan, Dan (Senator)",11-04-2020,27-02-2020,RPM,RPM International Inc.,Sale (Partial),75000.5
1993,"Loeffler, Kelly (Senator)",01-05-2020,26-02-2020,CME,CME Group Inc.,Purchase,175000.5
1994,"Loeffler, Kelly (Senator)",01-05-2020,26-02-2020,NVDA,NVIDIA Corporation,Sale (Full),32500.5
1995,"Loeffler, Kelly (Senator)",01-05-2020,26-02-2020,AZO,"AutoZone, Inc.",Sale (Full),32500.5
1996,"Loeffler, Kelly (Senator)",01-05-2020,26-02-2020,ADP,"Automatic Data Processing, Inc.",Sale (Partial),75000.5
1997,"Loeffler, Kelly (Senator)",01-05-2020,26-02-2020,ARNA,"Arena Pharmaceuticals, Inc.",Sale (Partial),32500.5
1998,"Loeffler, Kelly (Senator)",31-03-2020,26-02-2020,CME,CME Group Inc.,Purchase,175000.5
1999,"Loeffler, Kelly (Senator)",31-03-2020,26-02-2020,NVDA,NVIDIA Corporation,Sale (Full),32500.5
2000,"Loeffler, Kelly (Senator)",31-03-2020,26-02-2020,AZO,"AutoZone, Inc.",Sale (Full),32500.5
2001,"Loeffler, Kelly (Senator)",31-03-2020,26-02-2020,ADP,"Automatic Data Processing, Inc.",Sale (Partial),75000.5
2002,"Loeffler, Kelly (Senator)",31-03-2020,26-02-2020,ARNA,"Arena Pharmaceuticals, Inc.",Sale (Partial),32500.5
2003,"Loeffler, Kelly (Senator)",31-03-2020,26-02-2020,ICE,"Intercontinental Exchange, Inc.",Sale (Partial),3000000.5
2004,"Loeffler, Kelly (Senator)",31-03-2020,26-02-2020,ICE,"Intercontinental Exchange, Inc.",Purchase,3000000.5
